8.866786956787109375e-04,-9.043919424182548239e-01,4.764071574922193464e-01,-1.223094924316539128e-01,-1.787706826431435081e+00,6.045973687630543277e-03,2.290764564893863930e+00,-3.192485095800625117e-01,-1.739999359771049697e-04,6.836797703421255631e-04,-3.776090033606163058e-04,1.969586534891473782e-04,1.866927678536818905e-04,-1.919463187679996757e-04,-8.476224183388426491e-04,-9.649216649825113068e-01,5.574679167446192629e-01,-1.619312584150759127e-01,-1.681953088071876934e+00,1.003246604715113260e-01,2.218113138096812875e+00,-3.765542375963246147e-01,1.990592043940454098e-04,-8.394629930497908565e-04,-7.320550270789469511e-04,-1.257500104680635842e-03,2.303492165520686487e-04,-1.433279220187371893e-04,1.247820763379122464e-03
6.591558456420898438e-03,-9.043935089952370721e-01,4.764054870563640964e-01,-1.223092554423989287e-01,-1.787707312851511743e+00,6.045716502678729828e-03,2.290768103156881619e+00,-3.192485095800625117e-01,-1.802570335822799340e-04,-3.386835850670692240e-04,-1.481960133466964511e-05,3.128828246258610890e-04,-4.725610087206644672e-04,9.059517986238867758e-05,-1.074503122331873887e-03,-9.649216649825113068e-01,5.574739243219029028e-01,-1.619295098508949371e-01,-1.681950387127005841e+00,1.003283201405144182e-01,2.218109626190537309e+00,-3.765617086251919488e-01,1.630563259491811306e-04,1.284640912733071285e-03,1.028685164184536051e-04,-1.968384202065714310e-04,4.260289058158407455e-04,1.035543900179037744e-04,-7.469080095742887480e-04
1.166892051696777344e-02,-9.043939444480876277e-01,4.764056839817448763e-01,-1.223106144840408055e-01,-1.787708188500492179e+00,6.048846156148039027e-03,2.290767706029567474e+00,-3.192448164762722307e-01,2.924766430760176853e-04,-5.372528574046879371e-04,-1.749360488013541187e-03,-7.458956997514568652e-04,8.314908730145058324e-03,-8.420158444577482970e-03,-2.373276982268350110e-03,-9.649233354183665012e-01,5.574703698871729118e-01,-1.619312584164155633e-01,-1.681947376029482077e+00,1.003257359065257842e-01,2.218112065104122621e+00,-3.765539246014861230e-01,-6.765443148163161969e-04,-8.886328785766986287e-05,-3.621769869709884132e-04,2.256084249172485214e-04,-5.971869859778626126e-05,5.902787250981653914e-04,7.773939445326870108e-04
1.677703857421875000e-02,-9.044027794609797999e-01,4.764478731407910672e-01,-1.223526950309848788e-01,-1.787661482983277761e+00,6.169186017626847145e-03,2.290638347736136726e+00,-3.196058317030407991e-01,-5.589385802253810792e-03,1.536601967620967145e-02,-1.618829164552414504e-02,1.597615001746018754e-02,4.157251109108585363e-02,-5.150314524215389433e-02,-1.024040783889078460e-01,-9.649216649825113068e-01,5.574699307367227963e-01,-1.619259688184132295e-01,-1.681949007013616937e+00,1.003235523921923028e-01,2.218113742765140284e+00,-3.765609970934213346e-01,-7.887179824140083293e-05,-8.544764045852231349e-04,1.057766829260023194e-03,-2.597451785286712580e-04,-6.440810305476679805e-05,-4.878748196726214012e-05,-3.507925165722332295e-04
2.203297615051269531e-02,-9.044434180205265239e-01,4.767604048529414662e-01,-1.225528410036294119e-01,-1.787194144818254227e+00,7.392154188480236365e-03,2.289236261743199830e+00,-3.214417550198627738e-01,-8.782527198346587460e-03,7.064129598831916934e-02,-4.278492302282727033e-02,9.847018565743899388e-02,2.725182510778048073e-01,-3.065130093425869062e-01,-3.775569013910402005e-01,-9.649233354183665012e-01,5.574753796974775133e-01,-1.619318830001284237e-01,-1.681946022832811805e+00,1.003246057896408222e-01,2.218110684502635710e+00,-3.765572411851059176e-01,-2.836742579047341170e-04,5.598820297852016934e-04,-3.341201568622848591e-04,1.512577730464988385e-03,-4.208794973369498686e-04,-5.359239291431514273e-05,2.489770698881817878e-05
2.729749679565429688e-02,-9.046051035346799329e-01,4.775173360492858676e-01,-1.228653889956585893e-01,-1.785977544628183589e+00,1.069749305636709738e-02,2.286036820432944872e+00,-3.250171544885026575e-01,-2.920592842606825612e-02,1.509879552253168833e-01,-5.259192780268188983e-02,2.467728853945484468e-01,6.620651940601807173e-01,-6.579161067909277127e-01,-7.191875921877127764e-01,-9.649197161406801726e-01,5.574735611340801977e-01,-1.619295121309792529e-01,-1.681947366177193759e+00,1.003227246297405811e-01,2.218109569682126914e+00,-3.765574778195901473e-01,6.621360742073622782e-04,-1.456167322237524660e-04,-3.570023144267672646e-04,5.526551666212485369e-05,6.407791592880915995e-05,4.804147502192570771e-05,4.608564941520819315e-04
3.166317939758300781e-02,-9.048924747518616307e-01,4.788397357982065450e-01,-1.231160694800869093e-01,-1.783765930040324577e+00,1.612921861372766316e-02,2.281105176103000787e+00,-3.302843556540664416e-01,-5.142933739712760716e-02,2.554681166982371021e-01,-4.951024020434249134e-02,4.419400872269125813e-01,1.072024196287586273e+00,-9.708589382279823043e-01,-1.058065429696918303e+00,-9.649233354183665012e-01,5.574723583602873012e-01,-1.619278384870071752e-01,-1.681948291437308507e+00,1.003207914032395731e-01,2.218111227322345336e+00,-3.765585498453453694e-01,-4.947618570658187352e-04,1.248153080180589179e-05,3.831777926519255493e-04,1.965206291847212462e-04,-5.035041404492476055e-04,1.677289680598865562e-04,-1.157298826515226666e-03
3.663063049316406250e-02,-9.053002035827660832e-01,4.806122339504819707e-01,-1.233004125416923696e-01,-1.780398140721034972e+00,2.321726646975353150e-02,2.274447353409635664e+00,-3.367007188530468653e-01,-8.087535314734897729e-02,3.501728664770749067e-01,-4.517833102378565613e-02,6.557351987837035656e-01,1.385464077410558215e+00,-1.288410946747025054e+00,-1.246239263085285653e+00,-9.649216384915580980e-01,5.574734444868613137e-01,-1.619338400964005775e-01,-1.681950599232316046e+00,1.003221493128901576e-01,2.218110288957321430e+00,-3.765556615874910418e-01,-9.499254539867419539e-05,1.798255345429929791e-04,-1.413381801057223821e-03,-8.305678274067848426e-04,1.761320353337654954e-05,6.747160822130691526e-05,-1.222530362669974719e-04
4.145884513854980469e-02,-9.057990752294792225e-01,4.827057260393316507e-01,-1.234749124306174783e-01,-1.776076574378018025e+00,3.124035430504879321e-02,2.267040153796862967e+00,-3.433641904698798153e-01,-9.933032584422825384e-02,4.145044142746011628e-01,-3.666762186764349618e-02,8.471599753504781560e-01,1.569809405344018804e+00,-1.454738856981752315e+00,-1.290939708789980767e+00,-9.649233350913176688e-01,5.574713237730221094e-01,-1.619258983944073527e-01,-1.681953061489424694e+00,1.003231788693353665e-01,2.218113349827141256e+00,-3.765585036593606105e-01,-1.424999488636756798e-04,-5.724236516523824741e-06,1.160960733318277789e-03,-7.002520675969217158e-04,-1.208517225273576990e-04,-8.337406568570896587e-05,4.417780621519923042e-04
4.635643959045410156e-02,-9.064132117365232277e-01,4.851201215584268756e-01,-1.235920333743038835e-01,-1.771102611446534247e+00,3.924435036679738142e-02,2.259812705890094975e+00,-3.488909920251249130e-01,-1.208551220023669076e-01,4.790380799158299174e-01,-2.246223558208549839e-02,9.694813749669357605e-01,1.556021942082108644e+00,-1.430473971636995412e+00,-1.070251766949560812e+00,-9.649216649784736477e-01,5.574735228314413593e-01,-1.619285504996808844e-01,-1.681950466271687317e+00,1.003267591680909038e-01,2.218112086850985154e+00,-3.765586697199027610e-01,4.059407821882768017e-05,8.135994613318826623e-05,5.317897793434905266e-04,4.728258784960083066e-05,5.148009956249723225e-05,-2.977832516580824259e-04,-1.764673542354089667e-04
