6.667276985046910335e-04,-1.707811543348528439e-04,-3.071312008023561720e-04,7.961128032315336646e-04,1.574754451918514207e-04,2.062854702452710887e-04,-9.139785735027376734e-04
4.885144300013564945e-05,-4.471107030961918565e-04,-7.861166996256085384e-04,1.991579259489078169e-04,2.169255740204525365e-04,9.159874113585235488e-05,1.492658828443227653e-03
6.713256961579549187e-04,-7.555278197971378130e-04,-1.019132212760989775e-04,-5.610993099583800508e-04,-1.070391546020211295e-04,1.197831229342743070e-04,-1.077228310043750826e-03
-1.347089864054312790e-04,3.541782570419608052e-05,-6.949087087250498335e-04,-2.493774710926133318e-04,-2.849318985731204659e-04,-2.632681245023442938e-04,5.497872730824070967e-04
-2.764086418624528505e-04,-3.554667119677256890e-04,1.242276474867224701e-04,-3.273724128345337930e-04,-3.621394566212761873e-05,4.121634361013567182e-05,7.981874280829216566e-04
6.275569864592735669e-05,5.844307303535254197e-04,5.521228777187664661e-05,-1.454988501486816587e-04,-8.391192723872340116e-05,-6.080965051119861190e-05,-4.084826691684965847e-05
2.789142162041215476e-05,-6.682729283224097486e-04,5.813507463196643894e-04,-6.466615562163628521e-05,-3.729418988387706041e-05,1.312080697603795558e-04,5.356827436388075401e-04
-5.444157643675360874e-04,7.419777747074187411e-05,1.037081228769658761e-04,-8.020904466018186638e-04,-8.439203578172316657e-05,5.831204667470958890e-05,1.589615724042848577e-04
3.148493898132587870e-04,-3.382311778492609611e-04,-2.013794795010755210e-04,1.472332490211567849e-05,1.659429493747897248e-04,-5.320467298755166685e-05,5.453674696796821349e-04
-2.312749056970311618e-04,2.208829999032524177e-04,1.579699876681378589e-04,-7.668062330357068102e-04,-2.992401995834268131e-04,2.137115808525379709e-04,-8.652895157905116357e-04
4.540231047779276128e-04,2.837742060973519505e-04,8.435588164002638016e-04,4.634811600737987966e-04,2.524364972218069475e-05,-4.588550759322695158e-04,-2.263338241476347428e-04
1.037005974199546468e-03,-4.306900823777851063e-04,-6.459068820384791668e-04,-7.838962875305533666e-04,-3.730760283642160498e-04,3.342308626999695976e-05,-4.170713986952450910e-04
2.134195655311826585e-04,5.509981212823878045e-04,5.172142049614554668e-04,6.724235615361282611e-04,-1.545087614489108741e-04,1.730938497034346523e-04,-8.183222420127015621e-04
-2.763548276001760837e-04,-6.831318656873598119e-04,-1.413349878533882141e-04,-3.507590274751710307e-04,-3.060295016161826529e-04,-8.130877808718887868e-05,-6.801773621908304042e-04
6.195915678502140729e-04,6.244057570629277243e-04,-6.281555015706141493e-05,4.937210426133742261e-04,-2.151327588201552431e-04,4.298236505000440835e-05,4.097757730540754241e-04
-8.382498733531211629e-04,4.631176537238742728e-04,-4.609939847676607365e-04,-4.301823692186172504e-04,1.417443814965977029e-04,1.910324678569052932e-05,2.388327182032975199e-05
1.019474380117910920e-03,5.770380361579792667e-04,2.281897470233398134e-04,2.418837983784702427e-04,5.038069646929323967e-04,1.667296109406827100e-04,4.853326694201466423e-04
