1.839939715747797855e-01,-1.016664507043836485e+00,2.990350248139732603e-01,9.821030201576391727e-01,2.590734767364050728e-01,9.441319444882410039e-01,-1.839989513188722836e-01
1.837137998353636226e-01,-1.016697298772291758e+00,2.987655251096800746e-01,9.821198807215952842e-01,2.592033745584840232e-01,9.441744543734562622e-01,-1.837182711651202671e-01
1.834547660070841857e-01,-1.016724551687702816e+00,2.985169579648020988e-01,9.821322868131522332e-01,2.593238755517286442e-01,9.442105269757271602e-01,-1.834587800568680538e-01
1.832163533768307595e-01,-1.016746401492593765e+00,2.982888079439610651e-01,9.821403485432590452e-01,2.594352041562577038e-01,9.442403212974995741e-01,-1.832199598403123353e-01
1.829980452314926842e-01,-1.016762983889488714e+00,2.980805596117787615e-01,9.821441760228645235e-01,2.595375848121899143e-01,9.442639963412194914e-01,-1.830012923616497755e-01
1.827993248579593000e-01,-1.016774434580911768e+00,2.978916975328770866e-01,9.821438793629175823e-01,2.596312419596438215e-01,9.442817111093328997e-01,-1.828022594670770939e-01
1.826196755431199192e-01,-1.016780889269387256e+00,2.977217062718777729e-01,9.821395686743671360e-01,2.597164000387382488e-01,9.442936246042855641e-01,-1.826223430027909267e-01
1.824585805738638822e-01,-1.016782483657439284e+00,2.975700703934026081e-01,9.821313540681620990e-01,2.597932834895917975e-01,9.442998958285235833e-01,-1.824610248149879932e-01
1.823155232370804735e-01,-1.016779353447591738e+00,2.974362744620734356e-01,9.821193456552514967e-01,2.598621167523231801e-01,9.443006837844926116e-01,-1.823177867498649851e-01
1.821899868196590611e-01,-1.016771634342368946e+00,2.973198030425119875e-01,9.821036535465840212e-01,2.599231242670510533e-01,9.442961474746388584e-01,-1.821921106536185386e-01
1.820814546084889574e-01,-1.016759462044295237e+00,2.972201406993401629e-01,9.820843878531088089e-01,2.599765304738940741e-01,9.442864459014079781e-01,-1.820834783724454009e-01
1.819894098904594748e-01,-1.016742972255894273e+00,2.971367719971796939e-01,9.820616586857746633e-01,2.600225598129710103e-01,9.442717380672460692e-01,-1.819913717525421804e-01
1.819133359524599536e-01,-1.016722300679690605e+00,2.970691815006523684e-01,9.820355761555304985e-01,2.600614367244005187e-01,9.442521829745990081e-01,-1.819152726401056241e-01
1.818527160813797061e-01,-1.016697583018208340e+00,2.970168537743800297e-01,9.820062503733252290e-01,2.600933856483012008e-01,9.442279396259126711e-01,-1.818546628813323962e-01
1.818070335641081003e-01,-1.016668954973971362e+00,2.969792733829844655e-01,9.819737914501077691e-01,2.601186310247918243e-01,9.441991670236329348e-01,-1.818090243224191882e-01
1.817757716875343932e-01,-1.016636552249504000e+00,2.969559248910875193e-01,9.819383094968270331e-01,2.601373972939910462e-01,9.441660241702058975e-01,-1.817778388095626363e-01
1.817584137385479526e-01,-1.016600510547330360e+00,2.969462928633108678e-01,9.818999146244320464e-01,2.601499088960175232e-01,9.441286700680773247e-01,-1.817605881889594877e-01
1.817544430040380909e-01,-1.016560965569974329e+00,2.969498618642764654e-01,9.818587169438715012e-01,2.601563902709899678e-01,9.440872637196930928e-01,-1.817567543068064062e-01
1.817633427708941485e-01,-1.016518053019960455e+00,2.969661164586059887e-01,9.818148265660944229e-01,2.601570658590270924e-01,9.440419641274993001e-01,-1.817658190093000559e-01
1.817845963260054376e-01,-1.016471908599812846e+00,2.969945412109212812e-01,9.817683536020498369e-01,2.601521601002474982e-01,9.439929302939417122e-01,-1.817872641426371283e-01
1.818176869562612707e-01,-1.016422668012055386e+00,2.970346206858441307e-01,9.817194081626864355e-01,2.601418974347698976e-01,9.439403212214662053e-01,-1.818205715530143152e-01
1.818620979485510158e-01,-1.016370466959212182e+00,2.970858394479963804e-01,9.816681003589532439e-01,2.601265023027130030e-01,9.438842959125188781e-01,-1.818652230866282804e-01
1.819173125897639576e-01,-1.016315441143807563e+00,2.971476820619998183e-01,9.816145403017992876e-01,2.601061991441954713e-01,9.438250133695456068e-01,-1.819207005896757434e-01
1.819828141667894084e-01,-1.016257726268365635e+00,2.972196330924761765e-01,9.815588381021732589e-01,2.600812123993359593e-01,9.437626325949921569e-01,-1.819864859083533681e-01
1.820580859665167639e-01,-1.016197458035410728e+00,2.973011771040473539e-01,9.815011038710241831e-01,2.600517665082532348e-01,9.436973125913045157e-01,-1.820620608888578185e-01
1.821426112758352811e-01,-1.016134772147466503e+00,2.973917986613350828e-01,9.814414477193010855e-01,2.600180859110658993e-01,9.436292123609286708e-01,-1.821469073773858138e-01
1.822358733816343002e-01,-1.016069804307057511e+00,2.974909823289611510e-01,9.813799797579526585e-01,2.599803950478926096e-01,9.435584909063104986e-01,-1.822405072201340182e-01
1.823373555708031613e-01,-1.016002690216707638e+00,2.975982126715474574e-01,9.813168100979279274e-01,2.599389183588521890e-01,9.434853072298958754e-01,-1.823423422632991231e-01
1.824465411302312046e-01,-1.015933565578941211e+00,2.977129742537156787e-01,9.812520488501758065e-01,2.598938802840631279e-01,9.434098203341307887e-01,-1.824518943530777926e-01
1.825629133468077148e-01,-1.015862566096282116e+00,2.978347516400877137e-01,9.811858061256450991e-01,2.598455052636442497e-01,9.433321892214611148e-01,-1.825686453356667183e-01
1.826859555074220598e-01,-1.015789827471254902e+00,2.979630293952852949e-01,9.811181920352849417e-01,2.597940177377142112e-01,9.432525728943328414e-01,-1.826920770572626196e-01
1.828151508989635243e-01,-1.015715485406383234e+00,2.980972920839302653e-01,9.810493166900440265e-01,2.597396421463916694e-01,9.431711303551917336e-01,-1.828216713640621327e-01
1.829499828083214485e-01,-1.015639675604191661e+00,2.982370242706444130e-01,9.809792902008714899e-01,2.596826029297952809e-01,9.430880206064837790e-01,-1.829569101022619493e-01
1.830899345223851726e-01,-1.015562533767204068e+00,2.983817105200495257e-01,9.809082226787160241e-01,2.596231245280438138e-01,9.430034026506549649e-01,-1.830972751180587610e-01
1.832344893280440090e-01,-1.015484195597944561e+00,2.985308353967673911e-01,9.808362242345266546e-01,2.595614313812558138e-01,9.429174354901511679e-01,-1.832422482576492595e-01
1.833831305121872701e-01,-1.015404796798937470e+00,2.986838834654198527e-01,9.807634049792522957e-01,2.594977479295501044e-01,9.428302781274182642e-01,-1.833913113672301365e-01
1.835353413617043239e-01,-1.015324473072706901e+00,2.988403392906286982e-01,9.806898750238418616e-01,2.594322986130452868e-01,9.427420895649022414e-01,-1.835439462929980559e-01
1.836906051634844272e-01,-1.015243360121776961e+00,2.989996874370157154e-01,9.806157444792441558e-01,2.593653078718600735e-01,9.426530288050489759e-01,-1.836996348811496815e-01
1.838484052044169759e-01,-1.015161593648671756e+00,2.991614124692026921e-01,9.805411234564082035e-01,2.592970001461131213e-01,9.425632548503043440e-01,-1.838578589778817329e-01
1.840082247713912544e-01,-1.015079309355915171e+00,2.993249989518114718e-01,9.804661220662829191e-01,2.592275998759231426e-01,9.424729267031143332e-01,-1.840181004293909017e-01
