1.403613488841443969e-02,-5.002565395421832047e-03,4.877102650808200907e-02,-2.701195854329602186e-02,-5.553576236811590822e-02,3.322549335051278117e-03
1.401597991083307522e-02,-5.394222181040587635e-03,5.115930976311884593e-02,-2.684995451638820529e-02,-5.737134639692518384e-02,2.268841882802015691e-03
1.414692733532731637e-02,-5.333447978043789894e-03,5.284743631791888330e-02,-2.137382386681703147e-02,-5.461263405694951473e-02,1.334087486339249982e-03
1.520261578885861303e-02,-4.283836897479265451e-03,5.287994359016462420e-02,-2.090517355696929272e-02,-5.567114982843072990e-02,3.793953185613106564e-03
1.447472039182976823e-02,-4.983482422065487610e-03,5.182373830530434544e-02,-2.437398600996600051e-02,-5.621185864593948589e-02,2.036543586545485826e-03
1.587335336832547059e-02,-3.740160848689995637e-03,5.366219166057532158e-02,-2.133837142427859671e-02,-5.823661428754998981e-02,4.274480270887064288e-03
1.381776672427395200e-02,-6.016838911995761076e-03,5.458692693027046572e-02,-2.035880117392817323e-02,-5.629503620683601328e-02,1.123381214985609946e-03
1.527829200563898121e-02,-4.827642314230939924e-03,5.623274334231961880e-02,-2.158157825471301514e-02,-5.851307111679134726e-02,3.332298893694698571e-03
1.549591645187204172e-02,-4.869251073868452809e-03,5.604545799787332555e-02,-2.168490040807466782e-02,-5.803347019156172154e-02,2.688266504512189757e-03
1.394589313804703301e-02,-5.942169746732089974e-03,5.542474476704842973e-02,-2.210753373846641168e-02,-5.548605533324889316e-02,1.751091356148997205e-03
1.555103608249377121e-02,-4.220491988187437954e-03,5.475888640450411737e-02,-2.093883483617204125e-02,-5.777587725115645306e-02,3.294631156043137735e-03
1.498766464027518307e-02,-5.512359047717962923e-03,5.863392172543394759e-02,-2.022731780376170463e-02,-5.651659901741767217e-02,3.139563865523603906e-03
1.496816484191591107e-02,-6.322468132685876534e-03,5.907680592754650795e-02,-2.456868142825146747e-02,-6.035909193982282733e-02,6.434385877333803844e-04
1.453868266755894284e-02,-6.576006588163196658e-03,5.806578961623343887e-02,-2.414565416554448687e-02,-5.830801935087324972e-02,-1.049805845563644285e-05
1.563142818286730046e-02,-4.347396794570771925e-03,5.803228318718949008e-02,-1.968397223078894448e-02,-5.582585968176111829e-02,4.781395381315810440e-03
1.793752049985869110e-02,-2.974663112945944050e-03,6.096981661714745426e-02,-1.973336213342873763e-02,-5.891825953528804366e-02,8.114473867528974524e-03
1.786764817720616627e-02,-2.923673743729337995e-03,6.260079546316565935e-02,-1.804813356174050920e-02,-5.967429968361470660e-02,6.991961860027953897e-03
1.931345837844546456e-02,-2.385456391073333213e-03,6.326277669378979618e-02,-2.228467627860431649e-02,-6.246103684972532932e-02,9.816629870538443742e-03
