,time,position,velocity
759,1.5172877311706543,"[-0.93241168  0.43902873 -0.15846383 -1.68161554  0.10031892  2.12779402
 -0.34965635]","[ 0.08333187 -0.18537502  0.00085557  0.00428235 -0.00146299 -0.2115347
  0.09877395]"
760,1.5194237232208252,"[-0.9322466   0.43865225 -0.15847068 -1.68161186  0.10031913  2.12737295
 -0.34948748]","[ 0.08334719 -0.18792882 -0.00060964  0.00234592 -0.00063754 -0.21305856
  0.08903474]"
761,1.5213632583618164,"[-0.93208188  0.43826976 -0.15847626 -1.6816064   0.10031669  2.12694754
 -0.349325  ]","[ 0.08018648 -0.18864848 -0.00082776  0.00350137 -0.00072551 -0.21597319
  0.08381051]"
762,1.5234830379486084,"[-0.93191695  0.437887   -0.1584762  -1.68159314  0.10031433  2.12651381
 -0.34916333]","[ 0.08441638 -0.18812981 -0.0022042   0.00560444  0.00038463 -0.21772302
  0.08562341]"
763,1.5254905223846436,"[-0.93175264  0.43750316 -0.15848036 -1.68157969  0.10031313  2.12607154
 -0.34900364]","[ 8.17238558e-02 -1.91865235e-01 -1.62972053e-03  6.65939275e-03
  1.37761949e-04 -2.22031950e-01  8.13866504e-02]"
764,1.527400016784668,"[-0.93158623  0.43712559 -0.15847891 -1.68156719  0.10030882  2.12562498
 -0.34884864]","[ 0.08105312 -0.18990798 -0.00228627  0.00528245 -0.00320876 -0.21979493
  0.07987663]"
765,1.5293614864349365,"[-0.9314136   0.43673787 -0.15848217 -1.68156033  0.10030905  2.12517001
 -0.34869115]","[ 0.08206666 -0.18935971 -0.00448062  0.00406589 -0.00179698 -0.23147499
  0.07955965]"
766,1.531360149383545,"[-0.93125116  0.43635078 -0.15848626 -1.68155166  0.10030474  2.1247179
 -0.34853171]","[ 0.08424657 -0.18911358 -0.00422799  0.00322833 -0.00414373 -0.22439415
  0.07769771]"
767,1.5332927703857422,"[-0.93108374  0.43595724 -0.15848977 -1.6815461   0.10030619  2.12426281
 -0.34836844]","[ 0.08280655 -0.18987767 -0.00796273  0.00469783 -0.001765   -0.2240832
  0.08182183]"
768,1.5354266166687012,"[-0.9309139   0.43556692 -0.15849179 -1.6815397   0.10030685  2.1238023
 -0.34821103]","[ 0.08261734 -0.19412309 -0.00359365  0.00421576 -0.00090734 -0.22588975
  0.082805  ]"
769,1.5373454093933105,"[-0.9307425   0.43516885 -0.1584916  -1.68153456  0.10030578  2.12334328
 -0.34804888]","[ 0.0854165  -0.20155879 -0.00386716  0.00366799 -0.00048228 -0.22716253
  0.08434278]"
770,1.5394790172576904,"[-0.93057744  0.43477752 -0.15849483 -1.6815367   0.10030176  2.12289181
 -0.34788534]","[ 0.08248867 -0.19774907 -0.00221112  0.00050508 -0.00054066 -0.22945475
  0.08749681]"
771,1.5415139198303223,"[-0.93040947  0.43436908 -0.15849969 -1.68154     0.10030078  2.12243751
 -0.3477193 ]","[ 0.08364191 -0.19825949 -0.00210651 -0.00066748 -0.0005729  -0.22770879
  0.08394198]"
772,1.5434105396270752,"[-0.93024352  0.43396662 -0.15850289 -1.68154358  0.10029576  2.12198327
 -0.34755732]","[ 0.08321332 -0.19778808 -0.00447605 -0.00185014 -0.000441   -0.23029851
  0.0854913 ]"
773,1.5453770160675049,"[-0.93007571  0.43355683 -0.15850758 -1.68154525  0.10029793  2.12152352
 -0.34737793]","[ 0.08382238 -0.20187045 -0.00347057 -0.00156465  0.00066979 -0.23236428
  0.08666117]"
774,1.5473840236663818,"[-0.92990954  0.43314829 -0.15850524 -1.68154859  0.10029859  2.12107445
 -0.34720549]","[ 8.29193514e-02 -2.00871619e-01 -5.56091487e-05 -1.60599243e-03
 -2.72368811e-03 -2.28407699e-01  8.52307985e-02]"
775,1.5493369102478027,"[-0.92974483  0.4327421  -0.15851371 -1.68154692  0.10029361  2.12061469
 -0.3470299 ]","[ 0.08150883 -0.20314012 -0.00366606 -0.00033276 -0.00189503 -0.22548961
  0.08582234]"
776,1.5513761043548584,"[-0.92957645  0.43233078 -0.15851858 -1.68154859  0.10029181  2.12015963
 -0.34685041]","[ 0.0828415  -0.20767471 -0.00236077 -0.0008848  -0.00471023 -0.22465714
  0.08810229]"
777,1.553313970565796,"[-0.9294082   0.43190981 -0.15852586 -1.68155074  0.10028618  2.11971335
 -0.34667779]","[ 0.08738495 -0.21254707 -0.00149932 -0.00039014 -0.00288674 -0.21963185
  0.08701376]"
778,1.555358648300171,"[-0.92922542  0.43148746 -0.15853379 -1.68155364  0.10028348  2.11926545
 -0.34650186]","[ 0.09167762 -0.21384767 -0.00155368 -0.00060473 -0.00103269 -0.22379346
  0.09118001]"
779,1.557373285293579,"[-0.92904947  0.43106057 -0.15853655 -1.68154726  0.10028037  2.1188139
 -0.34632396]","[ 0.08975062 -0.21388865  0.00026619  0.00093864 -0.00026661 -0.21751254
  0.08988245]"
780,1.5595040321350098,"[-0.928873    0.43063485 -0.15854577 -1.68155149  0.10027436  2.11837462
 -0.3461356 ]","[ 0.08920977 -0.21029897 -0.00499374  0.00026306 -0.00050125 -0.22012693
  0.08856761]"
781,1.5613715648651123,"[-0.92869333  0.43020263 -0.15855462 -1.68155539  0.10026958  2.11794462
 -0.34594415]","[ 0.08907001 -0.21100345 -0.00580978 -0.00068706 -0.0003519  -0.2164094
  0.09362874]"
782,1.5633633136749268,"[-0.92851264  0.42977104 -0.15856198 -1.68156238  0.10026611  2.1175153
 -0.3457496 ]","[ 0.08993368 -0.21121695 -0.0056755  -0.00222309 -0.00298841 -0.21349067
  0.08987205]"
783,1.5653553009033203,"[-0.92832291  0.42934577 -0.15857276 -1.68156072  0.10025838  2.11708567
 -0.34554566]","[ 0.09230424 -0.21094297 -0.00517096 -0.00080234 -0.00120909 -0.21608588
  0.09557297]"
784,1.5674018859863281,"[-0.92813532  0.42892208 -0.15857771 -1.68155905  0.1002515   2.11666082
 -0.34534095]","[ 9.05019117e-02 -2.09585795e-01 -3.93394731e-03  1.46680618e-05
 -2.47860866e-04 -2.11885225e-01  1.01737533e-01]"
785,1.569364070892334,"[-0.92795185  0.42849712 -0.15858715 -1.6815571   0.10023958  2.11624845
 -0.34513526]","[ 0.09176274 -0.21113351 -0.00438629  0.00043963 -0.00721313 -0.20446923
  0.09865603]"
786,1.5713865756988525,"[-0.92776174  0.4280799  -0.15860006 -1.68155447  0.10021882  2.11583619
 -0.34491244]","[ 0.09024009 -0.21256621 -0.00626745  0.00171117 -0.00814456 -0.20430474
  0.10323418]"
787,1.5734612941741943,"[-0.92757184  0.42766464 -0.15860726 -1.68155236  0.10019243  2.11543438
 -0.344689  ]","[ 0.09459314 -0.20706006 -0.0028673   0.00196696 -0.01104186 -0.20262637
  0.10561243]"
788,1.5754914283752441,"[-0.92738487  0.42725268 -0.15861103 -1.6815451   0.10016211  2.11504349
 -0.34446376]","[ 0.09668441 -0.20825175 -0.00042713  0.00282305 -0.01524269 -0.19653509
  0.11240477]"
789,1.5773844718933105,"[-0.92720055  0.42683156 -0.15862115 -1.68154321  0.10011126  2.11465685
 -0.34423064]","[ 0.09275551 -0.21151587 -0.00138177  0.00221365 -0.02266033 -0.19359587
  0.11099543]"
790,1.579317331314087,"[-0.92710657  0.4266269  -0.15862075 -1.68154152  0.10008218  2.11446967
 -0.34411173]","[ 9.58970782e-02 -2.07509704e-01  2.05017700e-04  2.03257727e-03
 -2.59138731e-02 -1.95511039e-01  1.16696832e-01]"
791,1.5813376903533936,"[-0.92683141  0.42600144 -0.15863111 -1.68154151  0.09998251  2.11389933
 -0.34374867]","[ 0.09107153 -0.20893164 -0.00075172  0.00024135 -0.03239037 -0.18776006
  0.11712926]"
792,1.5833957195281982,"[-0.92664767  0.42558655 -0.15863339 -1.68153789  0.09991255  2.11353454
 -0.34350698]","[ 9.14552875e-02 -2.07106246e-01  1.14996848e-06  1.49929705e-03
 -3.31254922e-02 -1.85336909e-01  1.21487084e-01]"
793,1.5853610038757324,"[-0.92647011  0.42515572 -0.15863021 -1.68153956  0.09985039  2.11316698
 -0.34326106]","[ 8.74460955e-02 -2.10270754e-01  7.84567194e-04  1.09542602e-04
 -3.28991042e-02 -1.86276041e-01  1.20277996e-01]"
794,1.587393045425415,"[-0.92629589  0.42472455 -0.15863025 -1.68153789  0.09978113  2.11279011
 -0.34301588]","[ 0.08559117 -0.21403405 -0.00200467  0.00023429 -0.03657368 -0.18988745
  0.11291982]"
795,1.5894410610198975,"[-0.92611821  0.42429426 -0.15862664 -1.68154151  0.09971847  2.11241862
 -0.34277165]","[ 8.45031472e-02 -2.10206390e-01 -1.53026342e-04 -5.14551065e-04
 -3.05650343e-02 -1.90517865e-01  1.08921501e-01]"
796,1.5916893482208252,"[-0.92593828  0.42385989 -0.15862497 -1.68154485  0.09965421  2.11205938
 -0.3425232 ]","[ 0.08415806 -0.21249814  0.00032968 -0.00115671 -0.02816851 -0.18712191
  0.11450874]"
797,1.593430519104004,"[-0.9257592   0.4234224  -0.1586185  -1.68154894  0.09958189  2.11168824
 -0.34226594]","[ 0.08750888 -0.21179555  0.0008613  -0.00094717 -0.03133829 -0.19239866
  0.11486495]"
798,1.5954809188842773,"[-0.92558308  0.42299231 -0.15861652 -1.68155205  0.09951543  2.11131925
 -0.34202568]","[ 0.08596606 -0.21504542  0.00088926 -0.00230794 -0.03216562 -0.1876553
  0.11622764]"
799,1.5973424911499023,"[-0.92541429  0.42255382 -0.15861074 -1.6815576   0.09945885  2.11095781
 -0.34178887]","[ 0.08621644 -0.21536321  0.00138773 -0.00241778 -0.03206759 -0.18530206
  0.11671237]"
800,1.5993449687957764,"[-0.92523267  0.42211246 -0.1586045  -1.68156215  0.09939881  2.11059706
 -0.34155462]","[ 0.08747148 -0.21923288  0.00236408 -0.00209539 -0.02818101 -0.1773041
  0.11679198]"
801,1.6013550758361816,"[-0.92505168  0.42167271 -0.15860422 -1.68156432  0.09934151  2.11022491
 -0.3413155 ]","[ 0.09009252 -0.22273049  0.00274425 -0.00284715 -0.03071317 -0.18363678
  0.12117688]"
802,1.6033997535705566,"[-0.92496205  0.42145415 -0.1586035  -1.68156502  0.09931326  2.11003997
 -0.34119247]","[ 0.09276732 -0.22183395  0.00202195 -0.00208869 -0.03249012 -0.18223203
  0.12306643]"
803,1.6053118705749512,"[-0.92469694  0.42079304 -0.15860649 -1.68156869  0.09923626  2.10948568
 -0.34083001]","[ 0.0912797  -0.21619013 -0.00025577 -0.00132922 -0.03504939 -0.18531508
  0.11998791]"
804,1.6077759265899658,"[-0.92451067  0.4203528  -0.15860481 -1.68157085  0.09918605  2.10911358
 -0.34059049]","[ 9.21906157e-02 -2.18430294e-01  1.58192979e-04 -2.74052966e-04
 -3.07433709e-02 -1.90379771e-01  1.22494975e-01]"
805,1.6093864440917969,"[-0.9243272   0.41992063 -0.15860772 -1.6815718   0.09913493  2.10874256
 -0.34035481]","[ 0.08826155 -0.21783894 -0.00090199 -0.00035546 -0.02888663 -0.18780748
  0.12092405]"
806,1.6114084720611572,"[-0.92414212  0.41948528 -0.15860764 -1.68156662  0.09908428  2.10836275
 -0.34011194]","[ 0.09281964 -0.21468102 -0.00059013  0.00120702 -0.02433272 -0.18087877
  0.12758089]"
807,1.6133694648742676,"[-0.92395547  0.4190467  -0.1586093  -1.68156496  0.0990397   2.10799161
 -0.33986496]","[ 9.03467973e-02 -2.17484508e-01 -2.15991544e-04  8.92455266e-04
 -2.42055758e-02 -1.82242388e-01  1.23024428e-01]"
808,1.6154189109802246,"[-0.92377071  0.41860377 -0.15861697 -1.68156329  0.09899688  2.10762477
 -0.33962785]","[ 0.09501077 -0.21885828 -0.00222181  0.0007593  -0.02378558 -0.18359907
  0.11950457]"
809,1.6173095703125,"[-0.92358408  0.41817357 -0.158619   -1.68155633  0.09895224  2.10724415
 -0.33938866]","[ 0.09730234 -0.2148456  -0.00163223  0.00265271 -0.02432402 -0.17841315
  0.11377696]"
810,1.6194658279418945,"[-0.923402    0.41773131 -0.15861901 -1.68155224  0.0989075   2.10685696
 -0.33916296]","[ 0.09282437 -0.21984826 -0.0005371   0.00201149 -0.0217771  -0.18582842
  0.11257109]"
811,1.6213529109954834,"[-0.92321946  0.41728554 -0.15862597 -1.68155009  0.09886412  2.10647499
 -0.33893169]","[ 0.0929101  -0.22145165 -0.00237162  0.0020061  -0.01962226 -0.18848509
  0.11448745]"
812,1.6238980293273926,"[-0.92294241  0.41662576 -0.1586281  -1.68154524  0.09880519  2.10587908
 -0.33859847]","[ 0.09145723 -0.21501951 -0.00450358  0.00112968 -0.02076689 -0.19525292
  0.10710441]"
813,1.625363826751709,"[-0.92285053  0.41640573 -0.15862501 -1.68154288  0.09878539  2.10567799
 -0.33848413]","[ 0.09111587 -0.21781102 -0.00273636  0.00130968 -0.01992555 -0.19843734
  0.11284266]"
814,1.6273798942565918,"[-0.92266759  0.41596822 -0.15862526 -1.68154257  0.09874836  2.10526957
 -0.33826521]","[ 9.32649466e-02 -2.17135687e-01 -8.75499179e-04 -5.93880292e-06
 -2.22999903e-02 -1.98023079e-01  1.13125647e-01]"
815,1.6293792724609375,"[-0.922484    0.41553124 -0.15862171 -1.68153964  0.09871559  2.10484819
 -0.33804464]","[ 9.20127234e-02 -2.16931360e-01  2.10452210e-04  6.15888087e-04
 -1.95104861e-02 -1.98391694e-01  1.17694018e-01]"
816,1.6313462257385254,"[-0.92230528  0.4151042  -0.15862001 -1.68153566  0.09867832  2.10441988
 -0.33783016]","[ 0.09120141 -0.21010571  0.00120221  0.00101606 -0.0214987  -0.20566519
  0.11843346]"
817,1.633366584777832,"[-0.92212906  0.41468304 -0.15861572 -1.68152754  0.09864819  2.10398764
 -0.33760444]","[ 0.09084916 -0.20925181  0.00066493  0.00181263 -0.0194243  -0.21143619
  0.11717884]"
818,1.6353394985198975,"[-0.92195006  0.41426554 -0.15861181 -1.68152242  0.09861103  2.10354328
 -0.33738685]","[ 0.09249762 -0.2036598   0.00106888  0.00123866 -0.02292985 -0.22184631
  0.11825396]"
819,1.6373765468597412,"[-0.92177502  0.41384601 -0.1586101  -1.68152206  0.09857716  2.10309204
 -0.3371791 ]","[ 9.04613239e-02 -2.07936285e-01  8.28866557e-04 -6.31086210e-06
 -2.01441004e-02 -2.28393138e-01  1.08425691e-01]"
820,1.6394257545471191,"[-0.9215921   0.41342309 -0.15860435 -1.68151821  0.09854194  2.10263805
 -0.33697732]","[ 9.08954435e-02 -2.05801470e-01  9.77278527e-04  1.82790575e-04
 -1.68555816e-02 -2.29216413e-01  1.02761477e-01]"
821,1.6415245532989502,"[-0.92141471  0.41300944 -0.15860173 -1.68151518  0.09850665  2.10217716
 -0.33678005]","[ 8.99379508e-02 -2.10014782e-01  6.14445059e-04  8.12354282e-05
 -2.08384049e-02 -2.26602958e-01  9.85479283e-02]"
822,1.643338680267334,"[-0.92124027  0.4125877  -0.15859633 -1.68151555  0.09847162  2.10171796
 -0.33658627]","[ 0.09090319 -0.20829331  0.00144548 -0.00154153 -0.01916926 -0.23104427
  0.09741609]"
823,1.6453354358673096,"[-0.92105361  0.41215644 -0.15859057 -1.68152093  0.09843232  2.10127309
 -0.33639409]","[ 0.08940222 -0.21033575  0.00224926 -0.00319078 -0.01760829 -0.2316055
  0.10137234]"
824,1.6473751068115234,"[-0.92087049  0.41173132 -0.15859492 -1.68152837  0.09839898  2.1008274
 -0.33620317]","[ 0.0881165  -0.2088284  -0.0003624  -0.00454246 -0.01701948 -0.22677314
  0.09888336]"
825,1.64931321144104,"[-0.92068641  0.41130729 -0.15859481 -1.68153302  0.09836431  2.10038497
 -0.33601569]","[ 0.08751463 -0.21178033 -0.00034722 -0.00282316 -0.0210818  -0.22274251
  0.09220437]"
826,1.6514339447021484,"[-0.92050097  0.41087751 -0.15859675 -1.68154078  0.09833063  2.09994905
 -0.3358288 ]","[ 0.08828623 -0.21537435 -0.00098985 -0.00338918 -0.01939117 -0.22336067
  0.09244672]"
827,1.6533339023590088,"[-0.92031744  0.41043819 -0.15860221 -1.68154616  0.09829634  2.09950919
 -0.33564798]","[ 0.09128412 -0.22054246 -0.00136813 -0.00756412 -0.01846992 -0.22566268
  0.0919224 ]"
828,1.6553101539611816,"[-0.92013106  0.41002035 -0.15860845 -1.68155218  0.09826324  2.09906729
 -0.33546564]","[ 0.08887832 -0.21004813 -0.00196925 -0.00567589 -0.01471633 -0.22402795
  0.09176725]"
829,1.6573684215545654,"[-0.91994105  0.40958418 -0.15861384 -1.68155369  0.09823271  2.09863556
 -0.33527281]","[ 0.09037568 -0.21296091 -0.00223637 -0.00283245 -0.01768748 -0.2189445
  0.09530742]"
830,1.659383773803711,"[-0.91975367  0.40915154 -0.15862032 -1.68155791  0.09820066  2.09821249
 -0.33508663]","[ 0.0906292  -0.2181871  -0.00179826 -0.00236117 -0.01510513 -0.21647527
  0.09106527]"
831,1.6613304615020752,"[-0.91955973  0.40872082 -0.15863167 -1.68155801  0.09816731  2.09778514
 -0.33489931]","[ 0.09428208 -0.21454731 -0.00336677 -0.00114744 -0.00881285 -0.21377895
  0.09359586]"
832,1.663306474685669,"[-0.91936485  0.40828804 -0.15863627 -1.68155468  0.09813519  2.09735211
 -0.33471769]","[ 9.40516124e-02 -2.15057776e-01 -2.30063391e-03  1.77296373e-04
 -1.28721141e-02 -2.14081634e-01  8.95574498e-02]"
833,1.6652836799621582,"[-0.91917007  0.40784968 -0.15864451 -1.68155273  0.09810561  2.09692583
 -0.33453473]","[ 0.09604111 -0.21833661 -0.00260014  0.000883   -0.0139449  -0.2124314
  0.09078035]"
834,1.6673872470855713,"[-0.91898384  0.40741099 -0.15865102 -1.68155273  0.09807674  2.09650019
 -0.33435221]","[ 0.0911714  -0.22004879 -0.00226925  0.000375   -0.01500584 -0.21081984
  0.08780078]"
835,1.669267177581787,"[-0.91879106  0.4069809  -0.15864971 -1.68154818  0.0980472   2.09606492
 -0.33416852]","[ 0.09513811 -0.22280203 -0.00063735  0.00154888 -0.01607333 -0.2104755
  0.08608217]"
836,1.6713593006134033,"[-0.9186026   0.40654644 -0.1586511  -1.68154418  0.09802107  2.09563574
 -0.33398099]","[ 0.09668713 -0.22137525  0.0013253   0.00161089 -0.0156308  -0.2092215
  0.09087613]"
837,1.6733975410461426,"[-0.91840886  0.40610765 -0.15865644 -1.68154801  0.0979955   2.0952255
 -0.33379209]","[ 9.88876096e-02 -2.19853269e-01 -2.60407963e-03  1.56033944e-04
 -1.31501554e-02 -2.05533567e-01  8.89100099e-02]"
838,1.6759471893310547,"[-0.91812255  0.40543774 -0.1586573  -1.68154223  0.09795612  2.09459486
 -0.33350135]","[ 0.09861633 -0.21863274  0.00059844  0.00053932 -0.01191804 -0.20616707
  0.08586944]"
839,1.677325963973999,"[-0.91803134  0.40521235 -0.15865994 -1.68154273  0.09794533  2.09438592
 -0.33340752]","[ 0.09840275 -0.22146807 -0.00026793  0.00091584 -0.01313215 -0.20629333
  0.08996791]"
840,1.6793763637542725,"[-0.91783824  0.40476689 -0.15866006 -1.68154509  0.09792314  2.0939757
 -0.33321251]","[ 0.09495683 -0.22216369  0.00134159 -0.00079994 -0.00717097 -0.20565123
  0.09689294]"
841,1.6813011169433594,"[-0.91764774  0.40431777 -0.15865775 -1.68154718  0.09790574  2.09356621
 -0.3330094 ]","[ 0.09471245 -0.22214446 -0.00158163 -0.00057238 -0.01065284 -0.20216239
  0.09580742]"
842,1.6833405494689941,"[-0.91745622  0.4038586  -0.15865711 -1.68154686  0.09788614  2.09315
 -0.33280282]","[ 0.09263675 -0.22461437 -0.00030188 -0.00102791 -0.01374793 -0.20613876
  0.09753736]"
843,1.6853563785552979,"[-0.91726879  0.40340581 -0.1586541  -1.68154756  0.09786539  2.09273944
 -0.33257647]","[ 0.09806212 -0.22444237 -0.00274857 -0.00119937 -0.01524198 -0.20655508
  0.10222653]"
844,1.687389612197876,"[-0.91707728  0.40295193 -0.15865052 -1.68155237  0.09784743  2.09232377
 -0.33235153]","[ 0.09985691 -0.22970379 -0.00032665 -0.00136832 -0.01236077 -0.20748261
  0.10324718]"
845,1.6893823146820068,"[-0.91688187  0.402504   -0.15865582 -1.68154907  0.09782957  2.09190208
 -0.33213478]","[ 0.10051198 -0.22740964 -0.00178589  0.00038171 -0.01102517 -0.21276799
  0.10316286]"
846,1.6916775703430176,"[-0.91668849  0.40205903 -0.15865582 -1.68154743  0.097808    2.09148327
 -0.33190392]","[ 0.10063064 -0.22120976 -0.00095101  0.00072644 -0.00654095 -0.20884796
  0.10834581]"
847,1.693530797958374,"[-0.91650046  0.40162219 -0.15865749 -1.68154549  0.09778348  2.09106034
 -0.33167762]","[ 0.09843671 -0.22340091 -0.00088235  0.00134368 -0.00419601 -0.2035049
  0.10539454]"
848,1.6955461502075195,"[-0.91630052  0.40118118 -0.15865749 -1.68154048  0.09776394  2.0906308
 -0.33143156]","[ 0.0988477  -0.22247396 -0.00022538  0.00208202 -0.00966065 -0.21164378
  0.1143486 ]"
849,1.697486162185669,"[-0.91610009  0.40074287 -0.15866561 -1.68153519  0.09774737  2.09019487
 -0.33117387]","[ 0.10214155 -0.22117918 -0.00148926  0.00247204 -0.00490275 -0.21764442
  0.12125617]"
850,1.6994812488555908,"[-0.91589516  0.40029548 -0.15867316 -1.68152526  0.09772464  2.08973901
 -0.33091828]","[ 0.1010702  -0.22165215 -0.00309049  0.00301659 -0.01005775 -0.22172161
  0.12893458]"
851,1.7014751434326172,"[-0.91569932  0.39985952 -0.15867702 -1.68151483  0.09770134  2.08928231
 -0.33066352]","[ 0.09572269 -0.21947502 -0.00175362  0.00817995 -0.01276696 -0.22387576
  0.13523977]"
852,1.703582763671875,"[-0.91549428  0.39941303 -0.15868539 -1.68151352  0.09767357  2.08881906
 -0.33040543]","[ 0.09735996 -0.21856501 -0.00254761  0.00476238 -0.01479391 -0.23106862
  0.13680131]"
853,1.7055160999298096,"[-0.91528674  0.39896177 -0.1586922  -1.68151285  0.0976456   2.0883498
 -0.3301352 ]","[ 0.09856595 -0.22649074 -0.00509017  0.00262286 -0.01551602 -0.23694483
  0.14131531]"
854,1.7076406478881836,"[-0.91508262  0.39851345 -0.15869777 -1.68151277  0.09761366  2.08787078
 -0.32987162]","[ 0.09948758 -0.22722638 -0.00300705  0.00094394 -0.01615024 -0.23922394
  0.13921896]"
855,1.7095868587493896,"[-0.91487548  0.39805093 -0.15870512 -1.68151363  0.097581    2.08737631
 -0.32961523]","[ 0.10209451 -0.22568333 -0.0021962  -0.00068544 -0.01615711 -0.24692326
  0.13748946]"
856,1.7116339206695557,"[-0.91465876  0.39759194 -0.15870945 -1.68152195  0.09754194  2.08688187
 -0.3293703 ]","[ 0.10491065 -0.23052987 -0.00615366 -0.00253669 -0.02028393 -0.24483961
  0.12925785]"
857,1.7133491039276123,"[-0.91445393  0.39712791 -0.15871828 -1.68152359  0.09750223  2.08636794
 -0.32914263]","[ 0.10308981 -0.23019179 -0.00481095 -0.00165213 -0.01900039 -0.24530098
  0.12527288]"
858,1.715867042541504,"[-0.91434428  0.39689826 -0.15872123 -1.68152553  0.09747781  2.08610747
 -0.32902168]","[ 0.10314379 -0.22746396 -0.00349116 -0.00173829 -0.01908174 -0.24569666
  0.12518826]"
859,1.7173645496368408,"[-0.91403159  0.3962076  -0.15872904 -1.68153249  0.09741155  2.08533561
 -0.32867478]","[ 0.10373997 -0.23102676 -0.0015099  -0.00244948 -0.02695002 -0.2481787
  0.11992959]"
860,1.719313144683838,"[-0.91382786  0.39574318 -0.15873083 -1.68154112  0.09736208  2.0848086
 -0.32844989]","[ 0.10267479 -0.22890825 -0.00276991 -0.00337206 -0.02265272 -0.25723278
  0.11344348]"
861,1.7214152812957764,"[-0.91362015  0.39527967 -0.15873416 -1.68155043  0.09730917  2.08428984
 -0.32823019]","[ 0.10152489 -0.2299954  -0.00031308 -0.00369179 -0.02767473 -0.26033457
  0.11062029]"
862,1.7239084243774414,"[-0.91331775  0.39458238 -0.1587351  -1.68156172  0.09722335  2.0834978
 -0.32791018]","[ 0.09976627 -0.22676932  0.00144659 -0.00338106 -0.02830493 -0.26428673
  0.11203445]"
863,1.7254729270935059,"[-0.91321742  0.39435578 -0.15873301 -1.68156008  0.0971933   2.08323565
 -0.3277958 ]","[ 0.10116234 -0.23088866 -0.00045221 -0.00169669 -0.03014044 -0.2657609
  0.1107568 ]"
864,1.727543830871582,"[-0.91302074  0.39388704 -0.15873277 -1.68156538  0.09713774  2.08271043
 -0.32757121]","[ 9.59349768e-02 -2.31794694e-01  9.59350715e-05 -2.51674959e-03
 -2.68335572e-02 -2.62810675e-01  1.08355055e-01]"
865,1.7294743061065674,"[-0.91282063  0.39343314 -0.15872782 -1.68156872  0.09708021  2.08217996
 -0.32735169]","[ 0.09808241 -0.2278529   0.00198836 -0.00223186 -0.02565988 -0.26673262
  0.1102669 ]"
866,1.731572151184082,"[-0.91262595  0.39297239 -0.15872594 -1.68156872  0.0970234   2.08165491
 -0.327136  ]","[ 0.09761902 -0.2261229   0.00055715 -0.00099176 -0.02191358 -0.27093947
  0.11087103]"
867,1.733473300933838,"[-0.91243198  0.39250288 -0.15872044 -1.68157067  0.09696029  2.08113321
 -0.32690816]","[ 0.09429938 -0.2282907   0.00134383 -0.0012759  -0.02735588 -0.26741919
  0.11409697]"
868,1.7355067729949951,"[-0.912236    0.3920493  -0.15871875 -1.68156944  0.09690042  2.08061106
 -0.32668447]","[ 0.0925839  -0.22782343  0.00092386 -0.00031954 -0.02970931 -0.26623829
  0.10969482]"
869,1.7374377250671387,"[-0.91203866  0.39158032 -0.15871591 -1.68156713  0.09684336  2.08009566
 -0.32645244]","[ 9.45186174e-02 -2.30604001e-01 -1.66233631e-05  4.14828229e-04
 -3.49242826e-02 -2.60029653e-01  1.11668466e-01]"
870,1.7395493984222412,"[-0.91184381  0.39111328 -0.15871392 -1.68156539  0.09677821  2.07958327
 -0.32622062]","[ 9.98640667e-02 -2.29397683e-01  1.33170064e-04  9.26802155e-04
 -3.45615702e-02 -2.54416862e-01  1.08714322e-01]"
871,1.7417857646942139,"[-0.91154754  0.39041637 -0.15871027 -1.68156705  0.09667874  2.07883105
 -0.3258671 ]","[ 0.09887384 -0.22865768  0.0005672  -0.0004678  -0.03695506 -0.24658451
  0.11175286]"
872,1.743544340133667,"[-0.9114463   0.39018533 -0.1587098  -1.68156371  0.09664435  2.07858948
 -0.32575694]","[ 9.93708249e-02 -2.30685642e-01 -1.81040219e-04  8.01762239e-04
 -3.64253402e-02 -2.49158679e-01  1.13275689e-01]"
873,1.7455480098724365,"[-0.91124535  0.3897283  -0.15871461 -1.68156705  0.09657581  2.07810251
 -0.32552355]","[ 0.10121046 -0.23065961 -0.00107286 -0.00038607 -0.03560091 -0.24509607
  0.11943236]"
874,1.7476727962493896,"[-0.91104231  0.38927022 -0.15871474 -1.68156824  0.09650869  2.07762082
 -0.32528355]","[ 1.00562139e-01 -2.27803186e-01 -2.92636263e-04  1.99621365e-04
 -3.45906550e-02 -2.45057215e-01  1.23137294e-01]"
875,1.749481201171875,"[-0.91084575  0.38883431 -0.15871908 -1.68156689  0.09644351  2.07714489
 -0.32503843]","[ 0.10139484 -0.22126603 -0.00093514  0.00064553 -0.03362341 -0.24033115
  0.12857669]"
876,1.751676321029663,"[-0.9106539   0.38839306 -0.15872445 -1.68156164  0.09638589  2.07667996
 -0.32479779]","[ 0.09857168 -0.22194556 -0.0019937   0.0018336  -0.03312254 -0.23035992
  0.12245694]"
877,1.7536118030548096,"[-0.91045718  0.38796933 -0.15872542 -1.68155516  0.09632387  2.07622255
 -0.32455341]","[ 0.09519865 -0.21466277 -0.00125755  0.00161922 -0.03347495 -0.22562782
  0.11975291]"
