-1.527075979875023974e-04,2.834710944466133282e-04,3.717711158917676607e-04,1.004935913281046695e-03,1.036071117028601702e-05,1.009942688000163786e-03
4.266973894552525230e-04,1.050633369012549611e-04,1.885529016176891795e-04,4.727461755418465921e-04,-3.037961816532921294e-04,-2.381785130656868116e-03
-3.466991036938319587e-04,-1.626964041607210194e-04,1.067140948292950192e-04,1.518241118668693667e-04,-5.335785226954396039e-04,1.851911545925810122e-03
4.494368319073718723e-04,-9.751334702268612631e-05,-2.207098558715131238e-04,-6.005214188978033997e-04,-4.395097885980113104e-04,-1.086379627614863456e-03
7.388537598257837889e-05,-8.618807290677742595e-05,4.440123283594935027e-05,5.119998379145701279e-05,-2.068050365463374178e-04,-8.600700571493648814e-04
-9.178212516761254493e-05,-8.158740744035382505e-05,-3.125030393855228916e-04,-6.431409631363185818e-04,2.861069905932367798e-04,2.461238072378266065e-04
-3.228907249241108591e-04,9.383947617863303069e-06,3.484074964894458694e-04,7.307856088331621258e-04,-2.379159868534785752e-04,8.351907770868605488e-05
1.882132685524207886e-04,-2.547058626112516156e-04,-3.332069889984988270e-04,-7.472033086051208363e-04,2.985942955327487648e-06,-3.711898523536051359e-04
-5.704836027108961988e-05,7.295883480251266499e-06,1.252373833985252695e-04,1.742240000428346908e-04,-1.605312075972649790e-04,-5.433420146589714545e-04
-2.322846496866512120e-05,-2.413104086331792743e-04,-3.634054659550921317e-04,-6.503406074482184730e-04,8.684575102946602023e-06,1.166187555168584668e-03
-6.798088163124341599e-04,7.237208140732756577e-05,1.208016590218667793e-04,-5.686893743282327336e-05,3.007209140078760928e-04,1.350138769041910958e-03
-2.764907391033778424e-04,-2.607631549466148482e-04,-1.967806067547235550e-04,-4.561021390670375129e-04,-6.972883680251602692e-04,1.281654519385775400e-03
-3.743023358456621210e-04,2.094274995619026540e-04,1.024794010893549315e-04,4.966136074249327508e-04,4.378093853209481042e-04,1.488145774029983950e-03
